panel,sweep,level,species,point_index,x,value
e,n_melt,base,H2,1,-5.000171871746354,-0.1148256682919726
e,n_melt,base,H2,2,-4.0,-0.11980942380771609
e,n_melt,base,H2O,0,-10.0,-1.1636066446007192
e,n_melt,base,H2O,1,-5.000171871746354,-1.1636066446007192
e,n_melt,base,H2O,2,-4.0,-1.1763650521887161
e,n_melt,base,CO,0,-10.0,-3.1794350435042418
e,n_melt,base,CO,1,-6.00045832237552,-3.1794350435042418
e,n_melt,base,CO,2,-5.000171871746354,-3.181827244926991
e,n_melt,base,CO,3,-4.0,-3.192193451092238
e,n_melt,base,CO2,0,-10.0,-4.07491577608678
e,n_melt,base,CO2,1,-6.00045832237552,-4.07491577608678
e,n_melt,base,CO2,2,-5.000171871746354,-4.077507330179772
e,n_melt,base,CO2,3,-4.0,-4.095448835747031
e,n_melt,base,CH4,0,-10.0,-1.791160817835319
e,n_melt,base,CH4,1,-6.00045832237552,-1.791160817835319
e,n_melt,base,CH4,2,-5.000171871746354,-1.7937523719283135
e,n_melt,base,CH4,3,-4.0,-1.8065107795163104
e,n_melt,base,N2,0,-9.477857346125912,-10.0
e,n_melt,base,N2,1,-8.999713549370833,-9.0506947354056
e,n_melt,base,N2,2,-7.999427098741666,-7.1472998033713
e,n_melt,base,N2,3,-6.999255226995313,-5.565257262459676
e,n_melt,base,N2,4,-6.00045832237552,-4.330083927846719
e,n_melt,base,N2,5,-5.000171871746354,-3.1997687555976118
e,n_melt,base,N2,6,-4.0,-1.8830612250442922
e,n_melt,base,NH3,0,-10.0,-7.9255626662391165
e,n_melt,base,NH3,1,-8.999713549370833,-6.932799075798101
e,n_melt,base,NH3,2,-7.999427098741666,-5.981101609780952
e,n_melt,base,NH3,3,-6.999255226995313,-5.19008033932514
e,n_melt,base,NH3,4,-6.00045832237552,-4.572493672018662
e,n_melt,base,NH3,5,-5.000171871746354,-4.008731536724045
e,n_melt,base,NH3,6,-4.0,-3.3554611956432057
e,n_melt,radius,radius,0,-10.0,1.8075115123653658
e,n_melt,radius,radius,1,-6.00045832237552,1.8075115123653658
e,n_melt,radius,radius,2,-5.000171871746354,1.8057173612983037
e,n_melt,radius,radius,3,-4.0,1.7717879711189743
f,temperature_base,surface,H2,0,300.0,-0.11223411930234306
f,temperature_base,surface,H2,1,2000.0,-0.11223411930234306
f,temperature_base,surface,O2,0,300.0,-9.400354843364141
f,temperature_base,surface,O2,1,2000.0,-9.400354843364141
f,temperature_base,surface,H2O,0,300.0,-1.209457171870083
f,temperature_base,surface,H2O,1,2000.0,-1.209457171870083
f,temperature_base,surface,CO,0,300.0,-2.1790961485578535
f,temperature_base,surface,CO,1,2000.0,-2.1790961485578535
f,temperature_base,surface,CO2,0,300.0,-4.243366628823733
f,temperature_base,surface,CO2,1,2000.0,-4.243366628823733
f,temperature_base,surface,CH4,0,300.0,-2.000478442325896
f,temperature_base,surface,CH4,1,2000.0,-2.000478442325896
f,temperature_base,surface,N2,0,300.0,-6.037318343215564
f,temperature_base,surface,N2,1,2000.0,-6.037318343215564
f,temperature_base,surface,NH3,0,300.0,-3.932181091196063
f,temperature_base,surface,NH3,1,2000.0,-3.932181091196063
f,temperature_base,base,H2,0,300.0,-0.1148256682919726
f,temperature_base,base,H2,1,1000.1928767504542,-0.1148256682919726
f,temperature_base,base,H2,2,1099.9236129048213,-0.11223411930234306
f,temperature_base,base,H2,3,1200.0763870951782,-0.10705101621971913
f,temperature_base,base,H2,4,1399.9598966088133,-0.10705101621971913
f,temperature_base,base,H2,5,1500.1126699680808,-0.10465881479697003
f,temperature_base,base,H2,6,2000.0,-0.10465881479697003
f,temperature_base,base,H2O,0,300.0,-1.1584235415180952
f,temperature_base,base,H2O,1,900.0725674079838,-1.1584235415180952
f,temperature_base,base,H2O,2,1000.1928767504542,-1.1636066446007192
f,temperature_base,base,H2O,3,1099.9236129048213,-1.196698764282086
f,temperature_base,base,H2O,4,1200.0763870951782,-1.255307699139447
f,temperature_base,base,H2O,5,1299.8071232495458,-1.2860076173980648
f,temperature_base,base,H2O,6,1399.9598966088133,-1.2935829219034378
f,temperature_base,base,H2O,7,1500.1126699680808,-1.2935829219034378
f,temperature_base,base,H2O,8,1599.8434061224482,-1.2961744759964304
f,temperature_base,base,H2O,9,2000.0,-1.2961744759964304
f,temperature_base,base,CO,0,630.3580635113418,-10.0
f,temperature_base,base,CO,1,700.1890570632593,-8.124514084564444
f,temperature_base,base,CO,2,799.9197932176268,-6.067818913907301
f,temperature_base,base,CO,3,900.0725674079838,-4.455275802303938
f,temperature_base,base,CO,4,1000.1928767504542,-3.1794350435042418
f,temperature_base,base,CO,5,1099.9236129048213,-2.3040886754481926
f,temperature_base,base,CO,6,1200.0763870951782,-1.9291110998805365
f,temperature_base,base,CO,7,1299.8071232495458,-1.8320275946923044
f,temperature_base,base,CO,8,1399.9598966088133,-1.8091023285059418
f,temperature_base,base,CO,9,1500.1126699680808,-1.801527024000567
f,temperature_base,base,CO,10,1599.8434061224482,-1.7989354699075744
f,temperature_base,base,CO,11,1699.996180312805,-1.7989354699075744
f,temperature_base,base,CO,12,1800.1164896552755,-1.7963439209179448
f,temperature_base,base,CO,13,2000.0,-1.7963439209179448
f,temperature_base,base,CO2,0,619.1578339378359,-10.0
f,temperature_base,base,CO2,1,700.1890570632593,-8.20624763317505
f,temperature_base,base,CO2,2,799.9197932176268,-6.494029462290461
f,temperature_base,base,CO2,3,900.0725674079838,-5.144229812055776
f,temperature_base,base,CO2,4,1000.1928767504542,-4.07491577608678
f,temperature_base,base,CO2,5,1099.9236129048213,-3.398720173922939
f,temperature_base,base,CO2,6,1200.0763870951782,-3.2177102662682326
f,temperature_base,base,CO2,7,1299.8071232495458,-3.2583776904549726
f,temperature_base,base,CO2,8,1399.9598966088133,-3.3325359345602044
f,temperature_base,base,CO2,9,1500.1126699680808,-3.403903277005563
f,temperature_base,base,CO2,10,1599.8434061224482,-3.467695314945548
f,temperature_base,base,CO2,11,1699.996180312805,-3.521320494287167
f,temperature_base,base,CO2,12,1800.1164896552755,-3.5697625756495244
f,temperature_base,base,CO2,13,1899.8472258096429,-3.6106293474031457
f,temperature_base,base,CO2,14,2000.0,-3.646313021177505
f,temperature_base,base,CH4,0,300.0,-1.770827105741951
f,temperature_base,base,CH4,1,799.9197932176268,-1.770827105741951
f,temperature_base,base,CH4,2,900.0725674079838,-1.7734186547315804
f,temperature_base,base,CH4,3,1000.1928767504542,-1.791160817835319
f,temperature_base,base,CH4,4,1099.9236129048213,-1.9442617088912844
f,temperature_base,base,CH4,5,1200.0763870951782,-2.3959890775538017
f,temperature_base,base,CH4,6,1299.8071232495458,-3.0211510493656535
f,temperature_base,base,CH4,7,1399.9598966088133,-3.641129918094882
f,temperature_base,base,CH4,8,1500.1126699680808,-4.197516096451006
f,temperature_base,base,CH4,9,1599.8434061224482,-4.6873193403106335
f,temperature_base,base,CH4,10,1699.996180312805,-5.121105198302532
f,temperature_base,base,CH4,11,1800.1164896552755,-5.506448980035434
f,temperature_base,base,CH4,12,1899.8472258096429,-5.848334430818359
f,temperature_base,base,CH4,13,2000.0,-6.15712776702328
f,temperature_base,base,N2,0,437.97383745314494,-10.0
f,temperature_base,base,N2,1,499.8835103447244,-8.44347427426437
f,temperature_base,base,N2,2,600.0362837039919,-6.700755537791407
f,temperature_base,base,N2,3,700.1890570632593,-5.468173757271443
f,temperature_base,base,N2,4,799.9197932176268,-4.740944524755615
f,temperature_base,base,N2,5,900.0725674079838,-4.442517394715942
f,temperature_base,base,N2,6,1000.1928767504542,-4.330083927846719
f,temperature_base,base,N2,7,1099.9236129048213,-4.286824949566985
f,temperature_base,base,N2,8,1200.0763870951782,-4.271474992989358
f,temperature_base,base,N2,9,1299.8071232495458,-4.26130813439099
f,temperature_base,base,N2,10,1399.9598966088133,-4.253533482318737
f,temperature_base,base,N2,11,1500.1126699680808,-4.251141280895987
f,temperature_base,base,N2,12,1599.8434061224482,-4.245958177813364
f,temperature_base,base,N2,13,1699.996180312805,-4.245958177813364
f,temperature_base,base,N2,14,1800.1164896552755,-4.243366628823733
f,temperature_base,base,N2,15,1899.8472258096429,-4.243366628823733
f,temperature_base,base,N2,16,2000.0,-4.240775074730739
f,temperature_base,base,NH3,0,300.0,-3.9168311295150726
f,temperature_base,base,NH3,1,499.8835103447244,-3.9168311295150726
f,temperature_base,base,NH3,2,600.0362837039919,-3.919422683608066
f,temperature_base,base,NH3,3,700.1890570632593,-3.9423479446910665
f,temperature_base,base,NH3,4,799.9197932176268,-4.07252357466403
f,temperature_base,base,NH3,5,900.0725674079838,-4.31234176474298
f,temperature_base,base,NH3,6,1000.1928767504542,-4.572493672018662
f,temperature_base,base,NH3,7,1099.9236129048213,-4.807328111685231
f,temperature_base,base,NH3,8,1200.0763870951782,-5.014054182082813
f,temperature_base,base,NH3,9,1299.8071232495458,-5.19267188831477
f,temperature_base,base,NH3,10,1399.9598966088133,-5.348364333463728
f,temperature_base,base,NH3,11,1500.1126699680808,-5.4835237138490704
f,temperature_base,base,NH3,12,1599.8434061224482,-5.603532485223667
f,temperature_base,base,NH3,13,1699.996180312805,-5.710583501443385
f,temperature_base,base,NH3,14,1800.1164896552755,-5.805075452538626
f,temperature_base,base,NH3,15,1899.8472258096429,-5.88660965358235
f,temperature_base,base,NH3,16,2000.0,-5.963160099110332
f,temperature_base,radius,radius,0,300.0,1.734788589113783
f,temperature_base,radius,radius,1,400.15277419035704,1.7447361597748814
f,temperature_base,radius,radius,2,499.8835103447244,1.754683730946316
f,temperature_base,radius,radius,3,600.0362837039919,1.7648904570167134
f,temperature_base,radius,radius,4,700.1890570632593,1.775356337986074
f,temperature_base,radius,radius,5,799.9197932176268,1.785822219465771
f,temperature_base,radius,radius,6,900.0725674079838,1.7965273210877428
f,temperature_base,radius,radius,7,1000.1928767504542,1.8075115123653658
f,temperature_base,radius,radius,8,1099.9236129048213,1.8184757688863007
f,temperature_base,radius,radius,9,1200.0763870951782,1.8294400254072356
f,temperature_base,radius,radius,10,1299.8071232495458,1.840683372094158
f,temperature_base,radius,radius,11,1399.9598966088133,1.851647628615093
f,temperature_base,radius,radius,12,1500.1126699680808,1.862871040545327
f,temperature_base,radius,radius,13,1599.8434061224482,1.8740944519652252
f,temperature_base,radius,radius,14,1699.996180312805,1.8855770187944223
f,temperature_base,radius,radius,15,1800.1164896552755,1.8970595856236196
f,temperature_base,radius,radius,16,1899.8472258096429,1.9088013078621162
f,temperature_base,radius,radius,17,2000.0,1.9205430295902766
